Chemical.Name,DTXSID,CAS,Set,Fup,Mol_Structure,Opera_LogP,padel_CrippenLogP,padel_nBase,Opera_LogWS,padel_XLogP,Opera_LogBCF,padel_AATS1v,padel_AATS0i,padel_ETA_EtaP_F,padel_ZMIC2,padel_maxHBa,padel_minsssN,padel_AATS1i,padel_ETA_dEpsilon_B,padel_GATS1i,padel_ZMIC1,padel_SsssN,padel_nAromBond,padel_AATSC0p,padel_minHBd,padel_LipoaffinityIndex,padel_AATS3v,padel_AATS2i,padel_C2SP2,padel_AATS4v,padel_Kier2,padel_AATS6m,Opera_LogKM,padel_AATS6v,padel_minssCH2,Fup.RF.pred,AD_out
malaoxon,DTXSID9020790,1634-78-2,ToxCast,0.5378,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-0.531756086,-0.802049581,-0.490563539,1.173231928,-1.185321979,-1.335174214,-0.927649471,0.213943717,-0.450913959,-0.01391202,0.473452995,-0.712382893,-0.101386282,-1.463427647,1.511996946,-0.419394868,-0.593899024,-1.36724911,1.369148477,-1.209042569,-1.226769121,-0.233681187,0.964714079,-1.433792029,0.442634294,0.522398828,0.090151263,-1.045934147,-0.192096527,-0.749408835,0.477023096,0
malathion,DTXSID4020791,121-75-5,ToxCast,0.1448,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-0.198340313,-0.436380962,-0.490563539,0.067864834,-0.425046388,0.170950761,-0.702482782,-0.029322503,-0.605110321,0.074553828,0.397898291,-0.712382893,-0.283988114,-1.463427647,0.697105474,-0.355864176,-0.593899024,-1.36724911,2.00119551,-1.209042569,-0.879607937,0.006354971,0.731518826,-1.433792029,0.713039614,0.522398828,0.225146516,0.693094356,-0.078101199,-0.260748073,0.170319003,0
manidipine,,,Drug,0.0100,O(C(=O)C=1C(\C(=C(/OC)\O)\C(=NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN1CCN(CC1)C(c1ccccc1)c1ccccc1,1.339731038,1.114096889,2.005286047,-1.116148981,1.979310555,0.673912851,-0.070872772,-0.258349266,1.521348032,1.440513094,0.87643844,1.850029713,-0.229161958,0.121979317,0.059331134,1.963004082,2.510174042,1.67554403,-0.356919811,0.392803108,1.878866205,0.231526502,-0.086771248,2.421805082,0.357194623,2.556170214,-0.118633083,0.285242738,0.339383206,-0.200829872,0.018200577,0
mazapertine,DTXSID40158594,134208-17-6,ToxCast,0.0100,CC(C)OC1=CC=CC=C1N1CCN(CC2=CC(=CC=C2)C(=O)N2CCCCC2)CC1,0.951189407,0.780189474,0.757361254,-0.935983684,0.739722316,0.296427789,-0.653674841,-0.078690486,-0.070804839,0.154051513,0.653710127,1.54966186,-0.195615776,-0.547841501,0.848504504,0.834125091,3.905415639,0.66127965,-0.348505682,-1.209042569,1.933848528,-0.830477665,0.279630015,0.834206272,-0.461998987,1.07005444,-0.381341359,1.190322441,-0.03771153,1.35249904,0.020249894,0
mcpa,DTXSID4024195,94-74-6,ToxCast,0.0180,CC1=C(OCC(O)=O)C=CC(Cl)=C1,0.140349199,-0.152942491,-0.490563539,0.461140232,-0.450375918,-0.8229321,0.301862628,-0.407916461,-0.26108364,-0.977906782,-0.101929013,-0.712382893,-0.470208616,0.605724378,-0.39455969,-1.08271072,-0.593899024,-0.35298473,-0.030064704,1.924286181,-0.643270363,0.208655621,-0.325796099,-0.299792879,0.056187946,-0.737970425,-0.039918035,-1.130066615,-0.413254497,-1.13728172,0.032889017,0
mebendazole,DTXSID4040682,31431-39-7,Drug,0.0860,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1,0.11321192,0.072446682,-0.490563539,-0.233568407,0.461487169,-0.168026312,0.594749658,-0.384489684,0.975871264,-0.158432227,0.522693624,-0.712382893,0.039195868,1.142411496,-0.196750685,0.041549751,-0.593899024,1.337455903,-0.424092013,0.847095158,-0.021807583,0.604948492,-0.27945609,1.061006102,0.570043951,-0.033212395,0.169224331,0.483884155,1.050481758,-0.549463598,0.067812244,0
mebhydrolin,,,Drug,0.9600,n1(c2CCN(Cc2c2c1cccc2)C)Cc1ccccc1,0.346273733,0.318798632,0.757361254,-0.086983813,0.88195737,1.347005759,0.08030517,-0.548076561,0.070467079,-0.19601226,-2.333187795,2.006486264,-0.655036121,0.018949923,0.027949879,0.125944397,0.980223949,1.337455903,-0.275541626,-1.209042569,1.430753317,0.034929087,-0.254389642,1.061006102,-0.17469355,-0.417873627,-0.307255879,1.138761743,0.328726075,1.533749571,0.574529521,0
medroxyprogesterone,,,Drug,0.1000,O(C(=O)C)C1(CCC2C3C(CCC12C)C1(C(=CC(=O)CC1)C(C3)C)C)C(=O)C,0.385837083,0.893274997,-0.490563539,-0.869046278,0.460318113,0.457518992,-0.497784639,-0.171047115,-1.24737772,-0.379774254,0.6378634,-0.712382893,-0.88845123,-1.276832852,-0.10627405,0.209732155,-0.593899024,-1.36724911,-0.324194829,-1.209042569,0.699649101,-0.18714727,-0.561394068,-0.753392539,-0.249263071,-0.215659502,-0.615630647,2.398893602,-0.900401342,0.845670794,0.068265478,0
mefenamic acid,DTXSID5023243,61-68-7,Drug,0.0100,OC(=O)c1ccccc1Nc1cccc(C)c1C,1.106170286,0.412876062,-0.490563539,-0.38789658,0.745567592,0.083260798,0.192316445,-0.540802081,0.331279912,-0.476097008,0.155500813,-0.712382893,-0.535665762,0.451829088,-0.823497836,-0.280919337,-0.593899024,0.66127965,-0.298228606,0.251290843,0.241757561,0.401167865,-0.760099819,0.607406442,0.013988804,-0.367506551,-0.123362033,0.100730562,0.57679073,-0.549463598,0.01195279,0
mefloquine,DTXSID4037168,53230-10-7,Drug,0.0200,FC(F)(F)c1c2nc(cc(c2ccc1)C(O)C1NCCCC1)C(F)(F)F,1.013453523,0.449523971,0.757361254,-0.345846159,0.808696575,0.527313934,0.367976236,1.858669416,0.69565138,0.604897982,0.76692607,-0.712382893,0.874985577,0.752872152,-1.167110577,0.457190354,-0.593899024,0.492235587,-0.21636528,-0.072220673,0.992839278,-0.095319519,1.235168682,-0.072993049,0.227478654,-0.013690097,0.476210982,-0.788013983,0.666525987,0.562465428,0.04055377,0
mefruside,,,Drug,0.3500,Clc1ccc(S(=O)(=O)N(CC2(OCCC2)C)C)cc1S(=O)(=O)N,-0.533056418,-0.619167596,-0.490563539,-0.000521692,-1.028278892,-1.166520471,0.180448768,0.029839372,0.476262002,0.062413927,0.659275664,0.826040027,-0.245704623,-0.300778573,0.93918979,-0.005384007,0.296789979,-0.35298473,0.786258778,0.848114964,-0.410183759,0.029205163,0.259411865,-0.072993049,-0.299600221,-0.293875773,0.223477978,0.037104071,-0.0202284,0.072661992,0.312291064,0
mehp,DTXSID2025680,4376-20-9,ToxCast,0.3519,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,0.663261967,0.374144747,-0.490563539,-0.229271011,0.88429548,0.825775573,-0.711605522,-0.126847693,-0.446143738,-0.325223636,0.402761339,-0.712382893,-0.512527253,-0.608569153,0.020353857,-0.283016052,-0.593899024,-0.35298473,-0.355752457,1.448591367,0.158441052,-1.029535734,-0.222801431,-0.526592709,-0.654204211,0.526579142,-0.380293389,0.256985769,-0.216865972,0.201220532,0.155768431,0
melagatran,DTXSID30166724,159776-70-2,Drug,0.9300,NC(=N)C1=CC=C(CNC(=O)C2CCN2C(=O)C(NCC(O)=O)C2CCCCC2)C=C1,-1.172410725,-1.066184372,3.25321084,1.314997184,-1.272611437,-0.822992078,-0.617208369,0.302003191,0.158655004,-0.093366027,0.752128081,1.054709142,0.646291483,-0.818261219,0.361214886,0.248245763,0.429180796,-0.35298473,-0.475972672,-0.087285844,-0.152796051,-0.961730035,0.095653021,-0.526592709,-0.575228361,1.210472323,-0.145619952,-0.709168874,0.091404854,-1.127705646,0.813168542,0
melatonin,DTXSID1022421,73-31-4,Drug,0.4979,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,-0.447121995,-0.443060255,-0.490563539,1.024060176,-0.684186966,-0.543010285,-0.457502622,-0.029584107,-0.122869555,-1.110966913,0.061051743,-0.712382893,0.273134792,-0.06202028,0.23209664,-1.075057527,-0.593899024,0.323191523,-0.392749516,0.400090119,-0.024575718,-0.286152456,0.16729451,-0.299792879,-0.147907734,-0.416740139,-0.270287652,0.559539713,-0.132806151,0.847623191,0.456564784,0
melengestrol acetate,DTXSID5048184,2919-66-6,ToxCast,0.0232,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,0.383540035,0.863992903,-0.490563539,-0.868331227,0.271710535,0.496231369,-0.252835962,-0.327375049,-0.543586706,-0.528499228,0.676676567,-0.712382893,-1.002287573,-0.90468134,-0.337688503,-0.118030054,-0.593899024,-1.36724911,-0.291708164,-1.209042569,0.682440206,0.28001031,-0.661593458,-0.526592709,0.01928593,-0.150316403,-0.584806473,2.075745333,-0.769632564,0.750894314,0.03494967,0
melphalan,DTXSID6020804,148-82-3,Drug,0.1400,NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,-1.324741221,-0.373163676,0.757361254,0.723349096,-1.006456527,-0.806937371,-0.403976112,0.135314281,-0.484468587,-0.17549786,0.040131863,2.019556498,0.441783468,-0.357094387,0.436383477,-0.43822695,0.987791122,-0.35298473,-0.017340925,0.730612838,0.05105126,-0.597750243,0.242783607,-0.299792879,-0.076696894,0.312120498,0.095229647,0.37791297,-0.281917606,0.282321159,0.273843135,0
memantine,DTXSID5045174,19982-08-2,Drug,0.5500,NC12CC3(CC(C1)(CC(C3)C2)C)C,0.396230531,-0.118001353,0.757361254,0.624130021,0.166105878,0.799849031,-0.978692384,0.15140178,-3.050031865,-0.707004879,-1.184619575,-0.712382893,-0.287007251,-1.463427647,-0.293434911,-0.655153612,-0.593899024,-1.36724911,-0.378463055,-0.349368301,0.337475826,-1.022133155,-0.540803799,-1.433792029,-2.062754171,-1.5326616,-1.030936348,-0.448247321,-2.595767676,2.230042386,0.465990234,0
mepacrine,,,Drug,0.1000,Clc1cc2NC3C(C=C(OC)C=C3)\C(=N/C(CCCN(CC)CC)C)\c2cc1,1.264454467,0.933698781,0.757361254,-0.417059995,0.471618981,0.881118716,-0.633242206,-0.025498076,-0.363459914,-0.490835967,-1.46875838,2.085658116,-0.132767559,-0.607531074,0.627944217,-0.231248152,1.026061473,-0.35298473,-0.226706229,-0.388995584,1.609689528,-0.556194084,0.217108882,0.834206272,-0.162341637,0.790796258,-0.272982507,0.967573463,-0.065698078,1.853413523,0.100469122,0
mepindolol,,,Drug,0.5000,O(CC(O)CNC(C)C)c1c2cc([nH]c2ccc1)C,-0.203116717,-0.252297563,0.757361254,0.804937324,-0.382181029,0.002766641,-0.898747302,0.126001815,-0.50937974,-0.953913107,-0.215497627,-0.712382893,0.350949129,-0.436766991,0.35591933,-0.809878234,-0.593899024,0.323191523,-0.407877283,-0.154224372,0.2198432,-1.011871728,0.201440875,0.153806781,-0.919601945,-0.18460475,-0.414312553,0.444523099,-0.408500165,0.081748853,0.491434865,0
meprobamate,DTXSID3023261,57-53-4,Drug,1.0000,CCCC(C)(COC(N)=O)COC(N)=O,-0.943254057,-1.125239616,-0.490563539,0.926975403,-0.932806047,-1.343848611,-1.740238859,0.807907201,-0.981876209,-0.464251181,-0.037714095,-0.712382893,1.453371689,-1.463427647,1.394773365,-0.719858617,-0.593899024,-1.36724911,-0.676958851,1.519264019,-0.855083196,-1.258198569,0.852222196,-1.433792029,-1.387165971,-0.140927708,-0.45119642,-1.083934366,-0.997574063,-0.304141617,0.800634635,0
meproscillarin,,,Drug,0.0400,O1C(C)C(OC)C(O)C(O)C1OC1CCC2(C3C(CCC2=C1)C1(O)CCC(C1(CC3)C)C=1C=CC(OC=1)=O)C,-0.111047987,0.293130316,-0.490563539,-0.633213836,-0.111739584,-1.029864639,-0.538823739,-0.075478335,-0.903514123,-0.139362915,0.533555853,-0.712382893,-0.480393249,-1.005375054,-0.010373327,0.847645335,-0.593899024,-1.36724911,-0.369455076,-1.810375512,0.350201521,-0.339486829,-0.418853891,-0.753392539,-0.478252108,0.727616186,-0.469379859,-0.013700664,-0.58392359,1.106247252,0.068322954,0
meropenem,DTXSID7045526,96036-03-2,Drug,0.8700,CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,-1.993579988,-1.47293946,0.757361254,1.185346868,-1.510709021,-1.347383232,-0.514661404,0.20404063,-0.463593776,-0.519741713,0.517082303,0.867235148,0.365538677,-1.161865544,0.739518235,-0.393552319,1.347314621,-1.36724911,-0.017539447,-0.279463658,-0.985881849,-0.323893939,0.335658675,-0.980192369,-0.108889136,-0.013690097,-0.237097841,-0.751715913,-0.269978922,1.034018185,0.800287712,0
mescaline,,,Drug,0.8500,O(C)c1c(OC)cc(cc1OC)CCN,-0.913892178,-0.585079844,0.757361254,0.777359441,-0.92072581,-0.463763657,-1.228328596,0.226261671,-0.315390767,-0.298680971,-1.471001984,-0.712382893,0.51265171,-0.349308791,0.679679937,-0.650978692,-0.593899024,-0.35298473,-0.459343765,0.678907643,-0.341016855,-0.01348795,0.810436846,-0.299792879,0.080744162,-0.337068859,-0.534849305,-0.343572547,-0.636960607,0.726805769,0.749404783,0
mesosulfuron-methyl,DTXSID6034712,208465-21-8,ToxCast,0.0000,COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,-0.861275235,-0.683967699,-0.490563539,-0.81797446,-0.926181401,-0.880893424,0.04913057,0.28090412,1.940475109,0.383145168,0.704733615,-0.712382893,0.580007474,0.514373379,1.517882393,0.404954615,-0.593899024,0.66127965,0.272349502,0.393804799,-0.571722761,0.646351437,0.94941412,-0.299792879,0.715727916,1.301863234,0.531553243,-0.352374835,0.694131434,-0.909179483,0.04082708,0
mesotrione,DTXSID7032424,104206-82-8,ToxCast,0.3550,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O,-0.984891835,-0.43580886,-0.490563539,-0.169713832,-1.125700162,-1.047265828,0.908536537,-0.343675151,1.298656193,-0.200616677,0.531427369,-0.712382893,-0.758957737,0.105370044,-0.67555531,-0.334906993,-0.593899024,-0.35298473,0.184810158,-1.209042569,-1.33954418,0.324252471,-0.803140394,0.380606611,0.636884955,-0.092802078,0.678048431,0.17799359,1.046216833,-0.390648279,0.257322034,0
mestranol,DTXSID0020814,72-33-3,Drug,0.0200,O(C)c1cc2CCC3C4CCC(O)(C#C)C4(CCC3c2cc1)C,0.770221689,0.502295626,-0.490563539,-0.980581826,0.813762481,1.358022241,-0.188314584,-0.457795144,-1.018896383,-0.76066544,0.106848256,-0.712382893,-0.987633519,-0.499830323,-0.669874198,-0.360350149,-0.593899024,-0.35298473,-0.25108446,-0.55481442,0.973050414,-0.106745791,-0.812725704,-0.526592709,-0.416500525,-0.542120012,-0.561201208,1.232652127,-0.699110017,1.093809117,0.016764658,0
metalaxyl,DTXSID6024175,57837-19-1,ToxCast,0.7310,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,-0.456593643,-0.401606687,-0.490563539,0.915614304,-0.299178107,-0.412320853,-0.937299822,0.053112994,0.211005118,-0.62193696,0.496644024,0.911601353,-0.047260608,-0.536941666,1.131475587,-0.652941392,0.346326769,-0.35298473,-0.412313457,-1.209042569,-0.044280382,0.25469731,0.672507634,-0.526592709,0.270536673,0.158340913,-0.34949341,-0.715299188,-0.487350754,-0.738345294,0.610365123,0
metamitron,DTXSID7047568,41394-05-2,ToxCast,0.6929,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,-0.936698946,-1.089392649,2.005286047,0.710849276,-0.19201471,-1.041492454,0.050736303,0.237016935,0.04820605,-0.663137157,0.329542667,0.406708815,1.271975644,0.217482633,-0.886611727,-0.78329755,0.05401298,-0.35298473,-0.530598223,1.323188149,-0.611922897,0.367970147,0.223074279,-0.072993049,0.09269572,-0.773556304,-0.008272434,-1.213125443,0.669676732,-0.549463598,0.569679299,0
metformin,DTXSID2023270,657-24-9,Drug,1.0000,CN(C)C(=N)NC(N)=N,-1.010395151,-1.896685981,5.749060427,1.289692282,-0.989700069,-1.138433256,-2.548076552,1.890363142,-0.520061772,-1.138096202,-1.017840736,0.991239043,4.384661763,-1.463427647,3.940559976,-1.329237984,0.392433996,-1.36724911,-0.953403515,1.066729447,-1.193053774,-1.14939872,2.895729563,-1.433792029,-1.748691376,-1.027345185,-0.847766969,-1.313307731,-1.416959546,-0.549463598,0.731670739,1
methacycline,DTXSID2023272,914-00-1,Drug,0.1600,OC12C(C(N(C)C)C(=O)C(C(=O)N)=C1O)C(O)C1C(C2=O)=C(O)c2c(cccc2O)C1=C,-1.393688002,-1.607064039,0.757361254,0.393803337,-1.210651509,-0.784167937,0.331677588,-0.190096817,1.783914022,-0.427561302,0.875842945,0.744047305,0.10730167,0.260822454,-0.811629012,-0.125198486,0.249319277,-0.35298473,-0.412365204,-0.635107843,-1.203486171,1.136186041,-0.606323983,0.380606611,0.69269873,0.195766855,-0.026991531,-0.384702673,0.200651533,-0.549463598,0.209393639,0
methamphetamine,DTXSID8037128,537-46-2,Drug,0.8500,CNC(C)CC1=CC=CC=C1,-0.229382678,-0.526625308,0.757361254,1.201563597,0.340684794,0.204422252,-1.069353272,-0.038257283,-1.161472977,-1.017134893,-2.132841474,-0.712382893,-0.112609567,-0.564969813,0.128087269,-1.015081583,-0.593899024,-0.35298473,-0.330584408,-0.070174305,0.092010293,-1.280155126,0.130896932,-0.299792879,-1.300148301,-0.798591201,-0.64871384,-0.506434548,-0.788923912,1.824725653,0.670789483,0
methazolamide,DTXSID1023281,554-57-4,Drug,0.4500,S1\C(=N/C(=O)C)\N(N=C1S(=O)(=O)N)C,-1.350572028,-1.588079783,2.005286047,0.960234157,-1.589815092,-1.197356347,0.276329609,0.664397521,-0.218681679,-0.542530272,0.1463503,0.811088411,1.529606217,-1.463427647,0.810205643,-0.960700347,0.288133556,-1.36724911,1.293716306,1.107658273,-1.583223533,0.581890187,1.39991802,-1.433792029,1.18009262,-0.942201695,-0.089034083,-1.077479535,-0.382912222,-0.549463598,0.538821872,0
methenamine,DTXSID6020692,100-97-0,Drug,0.3521,C1N2CN3CN1CN(C2)C3,-1.410028705,-1.888609806,4.501135634,1.671800264,-1.279625768,-1.015071563,-1.720198512,1.177796483,-1.634540242,0.159778603,-2.348254542,2.063224798,2.232443248,-1.463427647,4.799408208,-0.497487452,5.833990773,-1.36724911,-0.705301185,-1.209042569,-0.638174783,-1.146712335,3.098434202,-1.433792029,-2.708175715,-1.588740764,-1.030936348,-0.798783427,-2.595767676,1.993991871,0.380592624,1
methohexital,DTXSID1023287,151-83-7,Drug,0.2700,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,-0.21195602,-0.968397814,-0.490563539,0.683852546,-0.513894586,-0.753118115,-0.631359906,0.058325527,0.106998,-0.869998995,0.522168118,0.328289539,0.165911872,-0.41626492,0.810889819,-0.740429615,0.008611169,-1.36724911,-0.418493567,1.001505826,-0.330988882,0.127771099,0.338831628,-1.206992199,0.291968315,-0.18460475,-0.474265529,0.320883959,-0.529730435,-0.233183489,0.299870752,0
methomyl,DTXSID1022267,16752-77-5,ToxCast,0.7157,CNC(=O)ON=C(C)SC,-1.05208888,-1.027462592,-0.490563539,1.612115198,-0.798364695,-0.836192964,-1.338010127,0.626532813,-1.363330775,-1.146525668,-0.049428045,-0.712382893,1.420859491,-1.463427647,0.892197265,-1.379775731,-0.593899024,-1.36724911,0.557886005,1.254467272,-1.085419159,-0.664488054,1.560061726,-1.433792029,-0.410608926,-0.545150642,-0.000317549,-1.120486067,0.262423555,-0.549463598,0.730046422,0
methoxsalen,DTXSID8020830,298-81-7,Drug,0.0900,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,-0.316655564,0.231104909,-0.490563539,-0.113325973,-0.548576558,-0.550461599,1.020860021,-0.941114828,0.357577282,-0.87929668,0.169753158,-0.712382893,-1.000201727,1.547262513,-0.566405014,-0.749688666,-0.593899024,0.323191523,-0.336466419,-1.209042569,-0.478150567,1.39592758,-0.71352078,0.153806781,1.346691276,-0.914891017,-0.242453235,-0.956167011,0.089064011,-0.549463598,0.129423025,0
methoxychlor,DTXSID9020827,72-43-5,ToxCast,0.0171,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,1.332002196,1.310294551,-0.490563539,-1.981843506,1.107585031,1.653595008,0.754511529,-0.731284851,0.041438045,1.428914974,-1.533662521,-0.712382893,-1.029121239,0.697594417,-0.372376718,0.800734905,-0.593899024,0.66127965,0.225746425,-1.209042569,0.921834658,1.123410359,-0.521913427,0.834206272,1.253214569,-0.085753607,0.266953533,2.897462797,0.532320151,-0.549463598,0.011896162,0
methoxyfenozide,DTXSID3032628,161050-58-4,ToxCast,0.0610,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,0.554198047,0.212845315,-0.490563539,-1.383629582,1.113430307,0.69289324,-0.547467655,-0.147158662,0.540150342,0.079962823,0.743753471,0.851887428,-0.191519744,-0.288840658,-0.044700203,0.236204542,0.311754652,0.66127965,-0.346424319,0.446794204,1.128986567,0.206747204,0.11503197,0.153806781,-0.405282516,0.478691186,-0.253096319,0.210051132,0.077728501,-0.549463598,0.052353644,0
methyl 1h-benzimidazol-2-ylcarbamate,DTXSID4024729,10605-21-7,ToxCast,0.4872,COC(=O)NC1=NC2=CC=CC=C2N1,-0.632110874,-0.514434764,-0.490563539,0.3964903,-0.414524891,-1.022113788,-0.077567136,0.207700648,0.163873707,-0.954505714,0.080533966,-0.712382893,1.14907845,0.963083257,0.693855414,-0.950821274,-0.593899024,0.323191523,-0.524475685,0.900080613,-0.613446029,0.023380695,0.636199476,-0.072993049,-0.084449572,-0.828177874,0.041836495,-1.184451195,0.50222828,-0.549463598,0.381322925,0
"methyl 2,4-dihydroxy-3,6-dimethylbenzoate",DTXSID9041653,4707-47-5,ToxCast,0.0335,COC(=O)C1=C(O)C(C)=C(O)C=C1C,-0.302930968,-0.740286387,-0.490563539,0.829798227,-0.487785686,0.090902441,-0.408384939,-0.148340045,0.099414572,-0.829135281,0.193375906,-0.712382893,-0.115368744,0.15857162,-0.34607513,-1.020590191,-0.593899024,-0.35298473,-0.391312316,1.014147429,-0.897034831,1.022027206,-0.015143916,-0.753392539,-0.075108694,-0.828177874,-0.554023471,-1.063923531,-0.901430166,-0.549463598,0.093841984,0
methyl 2-aminobenzoate,DTXSID6025567,134-20-3,ToxCast,0.2244,COC(=O)C1=C(N)C=CC=C1,-0.480227969,-0.914324626,-0.490563539,0.888764341,-0.441802846,-0.808715073,-0.293012624,-0.101814823,-0.110882847,-1.13409547,0.100018107,-0.712382893,0.359573866,0.433143656,-0.566243251,-1.164122058,-0.593899024,-0.35298473,-0.401132478,1.039186485,-0.809063772,0.21714445,-0.071686559,-0.299792879,-0.406875313,-0.971616845,-0.765991339,-1.034722109,-1.089245089,-0.549463598,0.251983093,0
methyl laurate,DTXSID5026889,111-82-0,ToxCast,0.0364,CCCCCCCCCCCC(=O)OC,1.502207154,0.654379446,-0.490563539,-0.413230431,0.98093738,1.960171042,-1.86487016,0.309562764,-2.393943058,0.151758548,0.060861679,-0.712382893,-0.237741906,-1.463427647,1.208590489,-0.190181676,-0.593899024,-1.36724911,-0.46925598,-1.209042569,0.505450599,-2.250478608,0.334366326,-1.433792029,-1.539484662,1.108836539,-0.648879322,0.313472174,-0.987296978,0.713413487,0.033753138,0
methyl protodioscin,,,Drug,0.1600,O1C(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1CC2=CCC3C4CC5OC(OC)(CCC(COC6OC(CO)C(O)C(O)C6O)C)C(C5C4(CCC3C2(CC1)C)C)C,-1.454206178,-2.069589551,-0.490563539,0.17616159,-0.72822138,-0.503983038,-0.940041797,0.260646352,-0.267199308,4.237635678,0.428165126,-0.712382893,0.102404323,-1.370260009,0.52445087,6.315459734,-0.593899024,-1.36724911,-0.498635799,-1.058007991,-2.289181003,-0.731864681,-0.063098919,-1.206992199,-0.646201473,3.998394592,-0.307928174,-0.696393683,-0.341273028,-2.00038948,0.302099599,1
methyl red,DTXSID1042154,493-52-7,Drug,0.0304,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,0.218175904,0.376952815,-0.490563539,-0.268271943,0.634117659,-0.927023674,0.038630296,-0.18978723,0.693001257,-0.166793169,0.132846861,1.521322126,0.097804508,0.568613035,-0.210708539,-0.017626085,0.699332162,0.66127965,-0.403201366,1.525756843,0.225458453,0.251200098,0.044124014,1.061006102,-0.15814984,0.003094284,-0.080302876,-0.408304602,0.522560669,-0.549463598,0.040505675,0
methylene blue,DTXSID0023296,61-73-4,Drug,0.3800,CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,0.601990592,0.373663227,-0.490563539,1.16502167,0.048031299,-0.090314638,0.039651186,-0.40436488,0.379471372,0.610165831,-2.436104538,1.721794538,-0.315040398,0.184523608,0.303438768,0.070262907,2.22469532,1.337455903,0.232600182,-1.209042569,1.202170639,0.920842392,0.363838653,1.287805932,0.038189088,-0.47918466,-0.168448629,1.045628792,0.357795762,-0.549463598,0.270987144,0
methylergonovine,,,Drug,0.6500,OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)CC,-0.324616589,-0.690160705,0.757361254,0.48609963,-0.727831695,-0.589727814,-0.308502806,-0.074456212,-0.018740123,-0.988924861,0.607047723,1.857718769,0.052951533,-0.362025265,0.1185215,-0.75964669,0.894093165,0.323191523,-0.369295834,-0.010093658,0.424994876,-0.234634765,-0.085952528,-0.299792879,-0.171589575,-0.075365472,-0.295474849,0.493732543,-0.022645595,-0.587682871,0.552375445,0
methyleugenol,DTXSID5025607,93-15-2,ToxCast,0.1416,COC1=CC=C(CC=C)C=C1OC,-0.003722007,-0.039251493,-0.490563539,0.443762221,-0.036920048,0.005532326,-0.750278571,-0.310134648,-0.3783006,-0.8721746,-1.568595166,-0.712382893,-0.53825187,0.015835684,0.187904441,-0.951957965,-0.593899024,-0.35298473,-0.301177924,-1.209042569,0.033472395,0.071569564,0.137956436,-0.072993049,-0.166199603,-0.568244878,-0.61109583,0.900767589,-0.814461579,1.265918256,0.142758763,0
methylparaben,DTXSID4022529,99-76-3,ToxCast,0.0706,COC(=O)C1=CC=C(O)C=C1,-0.373296204,-0.855493456,-0.490563539,0.814875691,-0.665092397,-0.486008038,-0.019039123,-0.398689973,-0.126987438,-0.987939484,0.067859863,-0.712382893,-0.384515664,0.732889121,-0.504033555,-1.140420614,-0.593899024,-0.35298473,-0.350637155,1.558181964,-0.904304147,0.206608006,-0.284309412,-0.299792879,-0.522132921,-0.971616845,-0.311896839,-0.923766915,-0.817685397,-0.549463598,0.145440126,0
methysergide,DTXSID2023307,361-37-5,Drug,0.3400,OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3n(c1)C)CC,-0.092407408,-0.262280746,0.757361254,0.476179813,-0.634696961,-0.542147397,-0.43135493,-0.059223813,0.045188987,-0.905714578,0.623297488,1.873334003,-0.006096661,-0.442735948,0.45971447,-0.648975281,0.903133798,0.323191523,-0.366895033,-0.030124903,0.72023428,-0.127750209,0.117310902,-0.299792879,-0.153136637,-0.013690097,-0.336944768,0.620725875,-0.125498568,-0.586269226,0.333870239,0
